shift_id,helper_id,membership_community_name,membership_funding_scheme,membership_custom_funding_scheme_name,visits_in_combo,revenue_in_combo,projected_hours_in_combo,actual_hours_in_combo
2499822.0,38581,State - NSW,dva,,2,0.0,1.12,1.12
2499823.0,38581,State - NSW,dva,,3,0.0,2.07,2.07
2499828.0,38939,State - NSW,dva,,5,0.0,3.85,3.85
2499829.0,38939,State - NSW,dva,,4,0.0,3.08,3.08
2499829.0,38939,Sydney - Nepean,vhc,,1,0.0,1.0,1.0
2499830.0,38939,State - NSW,dva,,4,0.0,3.08,3.08
2499833.0,38939,State - NSW,dva,,5,0.0,3.85,3.85
2499834.0,38789,State - NSW,dva,,1,0.0,12.0,12.0
2499835.0,51455,State - NSW,ndis,,1,140.46,2.0,2.0
2499835.0,51455,State - NSW,private_funding,,1,0.0,3.0,3.0
2499837.0,44309,Melbourne - Bayside,hcp,,1,114.0,1.0,1.0
2499838.0,44309,Melbourne - Bayside,hcp,,1,114.0,1.0,1.0
2499839.0,44309,Melbourne - Bayside,brokerage_hcp,,1,247.5,3.0,3.0
2499839.0,44309,VIC - CM - Lindy Mills,dva,,2,0.0,0.68,0.68
2499840.0,44309,VIC - CM - Jeterly Ann Goco,custom,Insurer,2,222.54,2.0,2.0
2499840.0,44309,VIC - CM - Lindy Mills,dva,,1,0.0,0.35,0.35
2499844.0,51111,NSW - CM - Tracey Isles,ndis,,1,351.15,5.0,5.0
2499845.0,51111,State - NSW,custom,Insurer,1,269.44,4.0,4.0
2499846.0,51111,NSW - CM - Tracey Isles,ndis,,4,3034.32,17.0,17.0
2499847.0,51111,NSW - CM - Tracey Isles,ndis,,2,2677.29,11.0,11.0
2499848.0,51111,NSW - CM - Tracey Isles,ndis,,2,2763.09,11.0,11.0
2499849.0,38697,State - NSW,dva,,1,0.0,12.0,12.0
2499850.0,51277,State - NSW,hcp,,2,228.0,2.0,2.0
2499851.0,38697,State - NSW,dva,,1,0.0,12.0,12.0
2499853.0,51277,State - NSW,hcp,,2,330.0,3.0,3.0
2499853.0,51277,State - NSW,ndis,,1,105.34,1.5,1.5
2499853.0,51277,Stream - NSW Aged Care,hcp,,1,171.0,1.5,1.5
2499854.0,51277,State - NSW,hcp,,1,114.0,1.0,1.0
2499854.0,51277,State - NSW,ndis,,1,70.23,1.0,1.0
2499856.0,51277,State - NSW,hcp,,1,114.0,1.0,1.0
2499856.0,51277,State - NSW,private_funding,,1,88.0,1.0,1.0
2499857.0,51277,State - NSW,custom,Brokerage,1,165.0,2.0,2.0
2499858.0,51277,State - NSW,custom,Insurer,1,336.8,5.0,5.0
2499858.0,51277,State - NSW,private_funding,,1,88.0,1.0,1.0
2499859.0,51277,State - NSW,ndis,,1,382.29,3.0,3.0
2499860.0,38639,NSW - CEM - Elaine Watkins,private_funding,,2,1016.0,12.0,12.0
2499863.0,38639,NSW Aged Care Team Purple,hcp,,1,216.0,2.0,2.0
2499863.0,38639,State - NSW,vhc,,1,0.0,2.0,2.0
2499868.0,38647,State - NSW,dva,,1,0.0,0.77,0.77
2499868.0,38647,Sydney - Parramatta,vhc,,1,0.0,2.0,2.0
2499870.0,38647,State - NSW,private_funding,,1,577.5,7.0,7.0
2499870.0,38647,Stream - NSW Aged Care,hcp,,1,216.0,2.0,2.0
2499871.0,38647,State - NSW,dva,,1,0.0,0.77,0.77
2499871.0,38647,State - NSW,hcp,,1,114.0,1.0,1.0
2499871.0,38647,Sydney - Parramatta,dva,,1,0.0,0.77,0.77
2499873.0,38837,State - NSW,dva,,1,0.0,12.0,12.0
2499874.0,38837,State - NSW,dva,,1,0.0,12.0,12.0
2499875.0,44223,State - NSW,hcp,,1,228.0,2.0,2.0
2499876.0,44223,State - NSW,hcp,,1,228.0,2.0,2.0
2499878.0,51364,State - NSW,dva,,2,0.0,1.54,1.54
2499878.0,51364,State - NSW,hcp,,1,114.0,1.0,1.0
2499878.0,51364,State - NSW,vhc,,1,0.0,1.5,1.5
2499878.0,51364,Stream - NSW Aged Care,hcp,,1,171.0,1.5,1.5
2499879.0,51364,State - NSW,dva,,2,0.0,1.54,1.54
2499879.0,51364,Stream - NSW Aged Care,hcp,,1,171.0,1.5,1.5
2499883.0,38884,State - NSW,dva,,1,0.0,12.0,12.0
2499885.0,38884,State - NSW,dva,,1,0.0,12.0,12.0
2499886.0,51183,State - NSW,ndis,,1,280.92,4.0,4.0
2499889.0,38643,State - NSW,dva,,2,0.0,2.0,2.0
2499890.0,38643,State - NSW,dva,,3,0.0,3.0,3.0
2499891.0,38790,State - NSW,dva,,1,0.0,12.0,12.0
2499899.0,61667,State - NSW,ndis,,1,140.46,2.0,2.0
2499900.0,61667,State - NSW,hcp,,2,238.0,2.0,2.0
2499901.0,61667,State - NSW,hcp,,1,114.0,1.0,1.0
2499903.0,61667,State - NSW,hcp,,1,216.0,2.0,2.0
2499903.0,61667,Sydney - Inner West - Disability,ndis,,1,175.58,2.5,2.5
2499904.0,61667,Sydney - Inner West - Disability,ndis,,1,175.58,2.5,2.5
2499905.0,61667,State - NSW,dva,,1,0.0,0.35,0.35
2499905.0,61667,State - NSW,hcp,,2,238.0,2.0,2.0
2499910.0,44351,Stream - VIC Aged Care,hcp,,3,730.0,6.0,6.0
2499912.0,44351,Stream - VIC Aged Care,hcp,,1,216.0,2.0,2.0
2499917.0,38827,State - NSW,dva,,3,0.0,2.31,2.31
2499917.0,38827,Stream - NSW Aged Care,hcp,,1,114.0,1.0,1.0
2499917.0,38827,Sydney - East,dva,,3,0.0,1.81,1.81
2499917.0,38827,Sydney - East,vhc,,1,0.0,2.0,2.0
2499918.0,38827,State - NSW,dva,,1,0.0,0.77,0.77
2499918.0,38827,Stream - NSW Aged Care,hcp,,1,324.0,3.0,3.0
2499918.0,38827,Sydney - East,dva,,3,0.0,1.81,1.81
2499919.0,38827,State - NSW,dva,,2,0.0,1.54,1.54
2499919.0,38827,Sydney - East,dva,,1,0.0,0.52,0.52
2499920.0,38740,State - NSW,dva,,1,0.0,10.0,10.0
2499923.0,38665,State - NSW,dva,,4,0.0,4.0,4.0
2499924.0,38665,State - NSW,dva,,1,0.0,0.77,0.77
2499924.0,38665,State - NSW,hcp,,1,145.0,1.0,1.0
2499926.0,38905,State - NSW,dva,,1,0.0,12.0,12.0
2499928.0,38836,State - NSW,dva,,1,0.0,12.0,12.0
2499929.0,38896,NSW - CEM - Elaine Watkins,private_funding,,2,1016.0,12.0,12.0
2499933.0,38681,NSW Aged Care Team Purple,hcp,,1,216.0,2.0,2.0
2499934.0,38681,State - NSW,dva,,1,0.0,0.77,0.77
2499934.0,38681,State - NSW,ndis,,1,105.34,1.5,1.5
2499934.0,38681,State - NSW,private_funding,,1,44.0,0.5,0.5
2499934.0,38681,Stream - NSW Aged Care,hcp,,2,342.0,3.0,3.0
2499935.0,51002,NSW - Clinical Care and Physio,hcp,,1,114.0,1.0,1.0
2499935.0,51002,State - NSW,hcp,,1,114.0,1.0,1.0
2499935.0,51002,Stream - NSW Aged Care,hcp,,1,216.0,2.0,2.0
2499937.0,51002,State - NSW,ndis,,1,140.46,2.0,2.0
2499939.0,51002,NSW - CM - Rosemy Calabro,ndis,,1,70.23,1.0,1.0
2499939.0,51002,State - NSW,ndis,,1,140.46,2.0,2.0
2499944.0,38681,NSW Aged Care Team Purple,hcp,,1,216.0,2.0,2.0
2499944.0,38681,Sydney - East,hcp,,1,114.0,1.0,1.0
2499945.0,51002,NSW - CM - Rosemy Calabro,ndis,,1,70.23,1.0,1.0
2499945.0,51002,State - NSW,hcp,,1,114.0,1.0,1.0
2499946.0,38681,State - NSW,ndis,,1,140.46,2.0,2.0
2499947.0,51002,State - NSW,ndis,,1,70.23,1.0,1.0
2499948.0,38681,Stream - NSW Aged Care,hcp,,1,142.5,1.25,1.25
2499948.0,38681,Sydney - East,hcp,,1,57.0,0.5,0.5
2499949.0,51002,State - NSW,ndis,,1,210.69,3.0,3.0
2499949.0,51002,State - NSW,private_funding,,1,88.0,1.0,1.0
2499950.0,38681,State - NSW,dva,,1,0.0,0.77,0.77
2499951.0,51002,State - NSW,ndis,,1,70.23,1.0,1.0
2499952.0,51074,State - NSW,ndis,,1,140.46,2.0,2.0
2499953.0,51074,State - NSW,ndis,,1,140.46,2.0,2.0
2499956.0,50936,Stream - NSW Aged Care,hcp,,1,114.0,1.0,1.0
2499957.0,50936,Stream - NSW Aged Care,hcp,,2,238.0,2.0,2.0
2499957.0,50936,Sydney - Hills,dva,,1,0.0,0.77,0.77
2499958.0,50936,Stream - NSW Aged Care,hcp,,1,114.0,1.0,1.0
2499959.0,50936,Stream - NSW Aged Care,hcp,,2,238.0,2.0,2.0
2499959.0,50936,Sydney - Hills,dva,,1,0.0,0.77,0.77
2499960.0,50936,State - NSW,dva,,1,0.0,0.77,0.77
2499960.0,50936,Stream - NSW Aged Care,hcp,,1,114.0,1.0,1.0
2499965.0,38788,State - NSW,dva,,1,0.0,12.0,12.0
2499966.0,38788,State - NSW,dva,,1,0.0,12.0,12.0
2499968.0,38627,State - NSW,dva,,8,0.0,3.22,3.22
2499968.0,38627,Stream - NSW Aged Care,hcp,,1,114.0,1.0,1.0
2499969.0,38627,State - NSW,dva,,4,0.0,1.99,1.99
2499971.0,50668,State - NSW,dva,,2,0.0,1.54,1.54
2499971.0,50668,Sydney - Parramatta,dva,,1,0.0,0.77,0.77
2499972.0,50668,State - NSW,dva,,1,0.0,0.77,0.77
2499973.0,50972,State - NSW,ndis,,1,280.92,4.0,4.0
2499974.0,50972,State - NSW,ndis,,1,280.92,4.0,4.0
2499975.0,50972,State - NSW,ndis,,1,395.32,4.0,4.0
2499976.0,51128,State - NSW,ndis,,1,210.69,3.0,3.0
2499977.0,51128,State - NSW,ndis,,1,296.49,3.0,3.0
2499978.0,51128,State - NSW,ndis,,1,254.86,2.0,2.0
2499979.0,44394,VIC - CM - Lindy Mills,dva,,1,0.0,0.77,0.77
2499982.0,46486,Stream - VIC Aged Care,hcp,,1,228.0,2.0,2.0
2499984.0,46486,State - VIC,custom,Insurer,1,543.57,5.5,5.5
2499986.0,50922,State - NSW,ndis,,1,491.61,7.0,7.0
2499987.0,50922,NSW - CM - Waseem Hasan,ndis,,1,210.69,3.0,3.0
2499987.0,50922,State - NSW,private_funding,,1,0.0,1.0,1.0
2499988.0,50922,NSW - CM - Waseem Hasan,ndis,,2,435.68,6.0,6.0
2499989.0,50922,State - NSW,ndis,,1,421.38,6.0,6.0
2499990.0,50916,NSW Aged Care Team Purple,hcp,,1,171.0,1.5,1.5
2499990.0,50916,State - NSW,ndis,,1,70.23,1.0,1.0
2499991.0,50916,State - NSW,custom,Brokerage,1,330.0,4.0,4.0
2499992.0,50916,State - NSW,ndis,,4,569.03,8.5,8.5
2499993.0,50916,NSW Aged Care Team Purple,hcp,,1,171.0,1.5,1.5
2499994.0,38891,State - NSW,vhc,,1,0.0,1.5,1.5
2499995.0,38891,State - NSW,dva,,1,0.0,1.0,1.0
2499995.0,38891,State - NSW,vhc,,1,0.0,2.0,2.0
2499995.0,38891,Stream - NSW Aged Care,hcp,,1,114.0,1.0,1.0
2499996.0,38891,Sydney - East,hcp,,1,114.0,1.0,1.0
2499997.0,38891,State - NSW,dva,,3,0.0,2.54,2.54
2499997.0,38891,State - NSW,hcp,,1,114.0,1.0,1.0
2500004.0,43609,State - NSW,dva,,5,0.0,1.75,1.75
2500004.0,43609,State - NSW,sah,,1,83.2,0.52,0.52
2500004.0,43609,Sydney - Nepean,dva,,1,0.0,0.35,0.35
2500005.0,44467,State - NSW,dva,,1,0.0,12.0,12.0
2500009.0,51146,State - NSW,hcp,,1,285.0,2.5,2.5
2500010.0,51382,State - NSW,ndis,,3,321.39,4.75,4.75
2500011.0,51382,State - NSW,ndis,,1,351.15,5.0,5.0
2500012.0,51382,State - NSW,ndis,,2,128.26,2.0,2.0
2500013.0,51382,State - NSW,ndis,,1,351.15,5.0,5.0
2500014.0,51382,State - NSW,ndis,,1,509.72,4.0,4.0
2500015.0,51303,NSW - CM - Waseem Hasan,ndis,,1,210.69,3.0,3.0
2500021.0,44231,State - NSW,dva,,16,0.0,8.08,8.08
2500022.0,44231,State - NSW,dva,,11,0.0,4.25,4.25
2500023.0,44231,State - NSW,dva,,10,0.0,5.29,5.29
2500024.0,51275,State - NSW,ndis,,1,210.69,3.0,3.0
2500025.0,51275,State - NSW,ndis,,1,140.46,2.0,2.0
2500026.0,51283,State - NSW,ndis,,1,118.12,2.0,2.0
2500027.0,44400,State - VIC,custom,Insurer,1,210.69,3.0,3.0
2500027.0,44400,VIC - CM - Lindy Mills,vhc,,1,0.0,2.5,2.5
2500035.0,44380,Melbourne - Monash Health,custom,Brokerage,1,85.39,1.0,1.0
2500035.0,44380,VIC - CM - Jeterly Ann Goco,ndis,,1,140.46,2.0,2.0
2500037.0,51162,Stream - NSW Aged Care,hcp,,1,183.6,2.0,2.0
2500038.0,51162,Stream - NSW Aged Care,hcp,,1,229.5,2.5,2.5
2500039.0,51162,Stream - NSW Aged Care,hcp,,1,229.5,2.5,2.5
2500041.0,51433,State - NSW,custom,Insurer,1,269.44,4.0,4.0
2500042.0,51147,Stream - NSW Aged Care,hcp,,1,275.4,3.0,3.0
2500043.0,51147,Stream - NSW Aged Care,hcp,,1,275.4,3.0,3.0
2500044.0,51185,State - NSW,ndis,,1,667.18,9.5,9.5
2500045.0,51063,State - NSW,ndis,,2,210.69,3.0,3.0
2500046.0,51063,State - NSW,hcp,,1,228.0,2.0,2.0
2500049.0,51063,State - NSW,hcp,,1,57.0,0.5,0.5
2500050.0,51063,State - NSW,custom,Brokerage,1,165.0,2.0,2.0
2500051.0,51084,NSW - CM - Rosemy Calabro,ndis,,1,280.92,4.0,4.0
2500052.0,51084,NSW - CM - Rosemy Calabro,ndis,,1,154.76,2.0,2.0
2500053.0,51084,State - NSW,ndis,,1,140.46,2.0,2.0
2500054.0,51084,NSW - CM - Rosemy Calabro,ndis,,1,140.46,2.0,2.0
2500055.0,51084,NSW - CM - Rosemy Calabro,ndis,,1,98.83,1.0,1.0
2500056.0,51084,NSW - CM - Rosemy Calabro,ndis,,1,127.43,1.0,1.0
2500057.0,51101,NSW - CM - Tracey Isles,ndis,,1,312.06,2.0,2.0
2500057.0,51101,State - NSW,ndis,,2,351.15,5.0,5.0
2500058.0,51101,NSW - CM - Tracey Isles,ndis,,2,217.08,3.25,3.25
2500058.0,51101,State - NSW,ndis,,2,351.15,5.0,5.0
2500059.0,51101,State - NSW,ndis,,1,421.38,6.0,6.0
2500060.0,51101,State - NSW,ndis,,1,175.58,2.5,2.5
2500061.0,51101,Sydney - Sutherland,hcp,,1,216.0,2.0,2.0
2500062.0,51101,State - NSW,ndis,,1,421.38,6.0,6.0
2500063.0,51484,State - NSW,custom,LHD,3,142.38,2.0,2.0
2500063.0,51484,State - NSW,hcp,,1,216.0,2.0,2.0
2500065.0,51484,State - NSW,custom,LHD,7,320.36,4.5,4.5
2500067.0,51484,State - NSW,custom,LHD,4,605.12,8.5,8.5
2500068.0,51484,State - NSW,custom,LHD,8,427.14,6.0,6.0
2500069.0,51095,SIL - Anzac House,ndis,,1,151.96,2.0,2.0
2500070.0,51095,SIL - Anzac House,ndis,,1,151.96,2.0,2.0
2500072.0,51095,SIL - Anzac House,ndis,,2,531.86,7.0,7.0
2500072.0,51095,,,,2,93.64,4.0,4.0
2500073.0,51095,SIL - Anzac House,ndis,,2,308.56,4.0,4.0
2500074.0,51120,NSW - CM - Tracey Isles,ndis,,1,351.15,5.0,5.0
2500075.0,51120,NSW - CM - Tracey Isles,ndis,,1,280.92,4.0,4.0
2500076.0,51120,NSW - CM - Tracey Isles,ndis,,1,592.98,6.0,6.0
2500077.0,51276,State - NSW,ndis,,2,387.87,6.0,6.0
2500079.0,51276,State - NSW,ndis,,2,491.61,7.0,7.0
2500080.0,51276,State - NSW,ndis,,2,421.38,6.0,6.0
2500082.0,51276,NSW - CM - Tracey Isles,ndis,,1,280.92,4.0,4.0
2500083.0,51276,NSW - CM - Tracey Isles,ndis,,1,280.92,4.0,4.0
2500084.0,51276,NSW - CM - Tracey Isles,ndis,,1,764.58,6.0,6.0
2500085.0,51265,Sydney - SLHD,custom,LHD,2,284.76,4.0,4.0
2500086.0,51265,Sydney - SLHD,custom,LHD,2,355.95,5.0,5.0
2500087.0,51265,NSW - CM - Tracey Isles,ndis,,1,154.76,2.0,2.0
2500088.0,51265,Sydney - SLHD,custom,LHD,1,284.76,4.0,4.0
2500089.0,51265,Sydney - SLHD,custom,LHD,1,71.19,1.0,1.0
2500090.0,51265,NSW - CM - Tracey Isles,ndis,,1,154.76,2.0,2.0
2500091.0,51265,State - NSW,private_funding,,2,1855.5,14.5,14.5
2500092.0,51009,State - NSW,custom,Insurer,1,155.42,2.0,2.0
2500093.0,51009,State - NSW,custom,Insurer,1,155.42,2.0,2.0
2500094.0,51009,State - NSW,custom,Insurer,1,155.42,2.0,2.0
2500095.0,51520,State - NSW,ndis,,1,210.69,3.0,3.0
2500095.0,51520,Stream - NSW Aged Care,hcp,,1,114.0,1.0,1.0
2500096.0,51009,State - NSW,custom,Insurer,1,173.28,2.0,2.0
2500097.0,51520,State - NSW,ndis,,1,140.46,2.0,2.0
2500098.0,51520,State - NSW,ndis,,1,210.69,3.0,3.0
2500099.0,51520,State - NSW,ndis,,3,288.07,4.0,4.0
2500100.0,51520,NSW - CM - Waseem Hasan,ndis,,1,140.46,2.0,2.0
2500100.0,51520,Stream - NSW Aged Care,hcp,,1,216.0,2.0,2.0
2500101.0,51520,State - NSW,ndis,,1,210.69,3.0,3.0
2500102.0,51520,State - NSW,ndis,,2,147.61,2.0,2.0
2500103.0,51520,State - NSW,ndis,,1,254.86,2.0,2.0
2500104.0,44383,VIC - CM - Jeterly Ann Goco,ndis,,1,592.98,6.0,6.0
2500105.0,44383,VIC - CM - Jeterly Ann Goco,ndis,,1,764.58,6.0,6.0
2500106.0,50983,Stream - NSW Aged Care,hcp,,1,275.4,3.0,3.0
2500107.0,51173,NSW Aged Care Team Pink,hcp,,1,275.4,3.0,3.0
2500108.0,51173,NSW Aged Care Team Pink,hcp,,1,275.4,3.0,3.0
2500112.0,59121,State - NSW,dva,,1,0.0,12.0,12.0
2500113.0,59121,State - NSW,dva,,1,0.0,12.0,12.0
2500114.0,59121,State - NSW,dva,,1,0.0,12.0,12.0
2500115.0,51213,State - NSW,ndis,,1,592.98,6.0,6.0
2500116.0,51151,NSW - CM - Tracey Isles,ndis,,1,280.92,4.0,4.0
2500117.0,51151,State - NSW,custom,LHD,1,142.38,2.0,2.0
2500118.0,51151,State - NSW,ndis,,2,737.42,10.5,10.5
2500119.0,51151,State - NSW,ndis,,2,737.42,10.5,10.5
2500120.0,51151,NSW - CM - Waseem Hasan,ndis,,1,210.69,3.0,3.0
2500120.0,51151,State - NSW,private_funding,,1,0.0,1.0,1.0
2500121.0,51150,State - NSW,ndis,,5,649.7,8.5,8.5
2500122.0,51151,State - NSW,custom,LHD,1,142.38,2.0,2.0
2500122.0,51151,State - NSW,ndis,,1,280.92,4.0,4.0
2500123.0,51150,State - NSW,ndis,,1,151.96,2.0,2.0
2500124.0,51150,State - NSW,ndis,,1,151.96,2.0,2.0
2500125.0,51150,State - NSW,ndis,,1,213.86,2.0,2.0
2500126.0,51150,State - NSW,ndis,,2,374.26,3.5,3.5
2500127.0,51150,State - NSW,ndis,,2,758.29,5.5,5.5
2500130.0,50989,SIL - Anzac House,ndis,,2,641.58,6.0,6.0
2500130.0,50989,,,,3,214.14,5.0,5.0
2500131.0,50989,SIL - Anzac House,ndis,,1,413.61,3.0,3.0
2500134.0,44335,VIC - CM - Jeterly Ann Goco,ndis,,1,1250.55,9.0,9.0
2500139.0,51028,State - NSW,ndis,,1,310.42,4.42,4.42
2500140.0,51028,State - NSW,ndis,,1,345.9,3.5,3.5
2500141.0,51028,State - NSW,ndis,,1,913.67,7.17,7.17
2500144.0,51354,Stream - NSW Aged Care,hcp,,1,48.45,0.5,0.5
2500146.0,51307,NSW - CM - Waseem Hasan,custom,Insurer,1,165.0,2.0,2.0
2500147.0,51307,NSW - CM - Tracey Isles,ndis,,1,154.76,2.0,2.0
2500148.0,51307,NSW - CM - Waseem Hasan,custom,Insurer,1,165.0,2.0,2.0
2500149.0,51307,NSW - CM - Tracey Isles,ndis,,2,491.61,7.0,7.0
2500152.0,51307,NSW - CM - Tracey Isles,ndis,,1,280.92,4.0,4.0
2500152.0,51307,NSW - CM - Waseem Hasan,custom,Insurer,1,165.0,2.0,2.0
2500153.0,51307,NSW - CM - Tracey Isles,ndis,,1,154.76,2.0,2.0
2500154.0,51307,NSW - CM - Tracey Isles,ndis,,1,197.66,2.0,2.0
2500155.0,51307,NSW - CM - Tracey Isles,ndis,,1,254.86,2.0,2.0
2500156.0,51325,NSW - CM - Maryam Shamoon,custom,Brokerage,1,126.0,1.5,1.5
2500156.0,51325,State - NSW,private_funding,,1,88.0,1.0,1.0
2500156.0,51325,Stream - NSW Aged Care,hcp,,1,114.0,1.0,1.0
2500156.0,51325,Sydney - SLHD,custom,LHD,1,106.78,1.5,1.5
2500157.0,51325,NSW - CEM - Elaine Watkins,private_funding,,1,88.0,1.0,1.0
2500160.0,51325,State - NSW,custom,LHD,3,213.57,3.0,3.0
2500160.0,51325,State - NSW,hcp,,1,171.0,1.5,1.5
2500161.0,51325,State - NSW,dva,,3,0.0,1.79,1.79
2500162.0,51065,SIL - Anzac House,ndis,,1,227.94,3.0,3.0
2500162.0,51065,,,,3,96.5,4.0,4.0
2500163.0,51405,State - NSW,ndis,,1,140.46,2.0,2.0
2500168.0,51405,NSW - CM - Maya Jakovljevic,ndis,,1,140.46,2.0,2.0
2500168.0,51405,State - NSW,ndis,,1,147.65,2.5,2.5
2500169.0,51405,State - NSW,dva,,1,0.0,0.77,0.77
2500169.0,51405,State - NSW,hcp,,1,114.0,1.0,1.0
2500169.0,51405,State - NSW,ndis,,1,70.23,1.0,1.0
2500171.0,51405,State - NSW,brokerage_hcp,,1,88.0,1.0,1.0
2500171.0,51405,State - NSW,hcp,,2,189.0,2.0,2.0
2500171.0,51405,State - NSW,ndis,,1,70.23,1.0,1.0
2500172.0,51405,State - NSW,hcp,,1,324.0,3.0,3.0
2500173.0,51405,State - NSW,dva,,1,0.0,0.53,0.53
2500173.0,51405,State - NSW,hcp,,1,114.0,1.0,1.0
2500173.0,51405,State - NSW,ndis,,1,70.23,1.0,1.0
2500173.0,51405,State - NSW,private_funding,,1,102.0,1.0,1.0
2500176.0,51405,NSW - CM - Maya Jakovljevic,ndis,,1,254.86,2.0,2.0
2500176.0,51405,State - NSW,ndis,,1,127.43,1.0,1.0
2500179.0,51308,State - NSW,hcp,,1,342.0,3.0,3.0
2500181.0,51308,State - NSW,hcp,,1,228.0,2.0,2.0
2500182.0,51308,State - NSW,hcp,,1,114.0,1.0,1.0
2500182.0,51308,Stream - NSW Aged Care,hcp,,3,723.0,6.5,6.5
2500183.0,51370,NSW - CEM - Katie Hansen,ndis,,1,140.46,2.0,2.0
2500183.0,51370,State - NSW,ndis,,1,70.23,1.0,1.0
2500184.0,51370,NSW - CEM - Katie Hansen,ndis,,1,280.92,4.0,4.0
2500184.0,51370,State - NSW,private_funding,,1,0.0,0.5,0.5
2500185.0,51377,NSW - CEM - Katie Hansen,ndis,,2,406.23,6.5,6.5
2500186.0,51377,NSW - CEM - Katie Hansen,ndis,,3,334.4,5.0,5.0
2500186.0,51377,NSW - CM - Jannayah Alderdice,chsp,,1,26.0,2.0,2.0
2500187.0,51377,State - NSW,ndis,,1,140.46,2.0,2.0
2500188.0,51377,NSW - CEM - Katie Hansen,ndis,,1,245.8,3.5,3.5
2500189.0,50968,NSW - Central Coast,hcp,,1,432.0,4.0,4.0
2500190.0,50968,NSW - Central Coast,hcp,,2,798.0,7.0,7.0
2500191.0,50968,State - NSW,ndis,,1,280.92,4.0,4.0
2500195.0,51076,State - NSW,custom,Brokerage,1,88.0,1.0,1.0
2500195.0,51076,State - NSW,dva,,1,0.0,1.0,1.0
2500196.0,51076,NSW - CM - Rosemy Calabro,ndis,,1,70.23,1.0,1.0
2500196.0,51076,State - NSW,custom,Brokerage,1,88.0,1.0,1.0
2500198.0,51076,State - NSW,custom,Brokerage,1,88.0,1.0,1.0
2500198.0,51076,State - NSW,dva,,4,0.0,3.31,3.31
2500199.0,56225,State - VIC,custom,Insurer,1,386.26,5.5,5.5
2500200.0,56225,State - VIC,custom,Insurer,1,421.38,6.0,6.0
2500201.0,56225,State - VIC,custom,Insurer,1,386.26,5.5,5.5
2500202.0,56225,State - VIC,custom,Insurer,1,700.86,5.5,5.5
2500203.0,50920,State - NSW,private_funding,,1,330.0,4.0,4.0
2500204.0,50920,State - NSW,private_funding,,1,330.0,4.0,4.0
2500205.0,50920,State - NSW,private_funding,,1,330.0,4.0,4.0
2500206.0,51412,NSW - CEM - Katie Hansen,ndis,,1,526.72,7.5,7.5
2500207.0,50920,State - NSW,private_funding,,1,330.0,4.0,4.0
2500208.0,51412,NSW - Central Coast,hcp,,1,114.0,1.0,1.0
2500208.0,51412,Stream - NSW Aged Care,hcp,,1,216.0,2.0,2.0
2500209.0,50920,State - NSW,private_funding,,1,330.0,4.0,4.0
2500210.0,51412,NSW - CEM - Katie Hansen,ndis,,1,174.1,2.25,2.25
2500211.0,50920,State - NSW,private_funding,,1,438.0,4.0,4.0
2500212.0,51412,NSW - Central Coast,chsp,,1,26.0,2.0,2.0
2500212.0,51412,Stream - NSW Aged Care,hcp,,1,342.0,3.0,3.0
2500213.0,50920,State - NSW,private_funding,,1,564.0,4.0,4.0
2500214.0,51412,NSW - CEM - Katie Hansen,ndis,,1,140.46,2.0,2.0
2500214.0,51412,NSW - Central Coast,chsp,,1,26.0,2.0,2.0
2500215.0,51412,NSW - Central Coast,chsp,,1,26.0,2.0,2.0
2500215.0,51412,Stream - NSW Aged Care,hcp,,1,216.0,2.0,2.0
2500216.0,38918,State - NSW,dva,,3,0.0,2.31,2.31
2500216.0,38918,State - NSW,vhc,,1,0.0,1.5,1.5
2500217.0,38918,State - NSW,ndis,,1,456.5,6.5,6.5
2500218.0,38614,State - NSW,dva,,9,0.0,4.64,4.64
2500218.0,38614,Stream - NSW Aged Care,hcp,,1,114.0,1.0,1.0
2500220.0,38584,State - NSW,dva,,5,0.0,2.82,2.82
2500220.0,38584,Stream - NSW Aged Care,hcp,,1,171.0,1.5,1.5
2500225.0,38584,State - NSW,dva,,6,0.0,3.78,3.78
2500225.0,38584,Stream - NSW Aged Care,hcp,,1,114.0,1.0,1.0
2500226.0,38584,State - NSW,dva,,7,0.0,4.13,4.13
2500226.0,38584,Stream - NSW Aged Care,hcp,,1,145.0,1.0,1.0
2500229.0,50970,State - NSW,ndis,,3,338.95,5.0,5.0
2500232.0,50970,State - NSW,ndis,,2,268.72,4.0,4.0
2500233.0,50970,NSW - Clinical Care and Physio,hcp,,1,285.0,2.5,2.5
2500234.0,50970,State - NSW,ndis,,2,318.58,2.5,2.5
2500235.0,51233,NSW - CM - Tracey Isles,ndis,,1,197.66,2.0,2.0
2500236.0,51233,NSW - CM - Tracey Isles,ndis,,1,395.32,4.0,4.0
2500245.0,38571,State - NSW,dva,,6,0.0,2.1,2.1
2500245.0,38571,Sydney - Hills,dva,,2,0.0,0.7,0.7
2500245.0,38571,Sydney - Nepean,dva,,1,0.0,0.52,0.52
2500246.0,38670,State - NSW,dva,,6,0.0,2.25,2.25
2500247.0,38670,State - NSW,dva,,13,0.0,4.78,4.78
2500247.0,38670,Sydney - North,dva,,1,0.0,0.35,0.35
2500249.0,38670,State - NSW,dva,,4,0.0,1.4,1.4
2500250.0,54196,State - NSW,custom,Brokerage,1,165.0,2.0,2.0
