id,Email,$currency_symbol,$field_states,Account_Type,Referral_Source,Last_Activity_Time,Industry,Additional_Notes,$state,$process_flow,Subsidiary,$locked_for_me,$approved,Created_Time,$editable,City,Postcode,Pillar,State,Country,Parent_Company_1,$zia_owner_assignment,Annual_Revenue,Account_Statuses,$is_duplicate,Contact_Type_Business,Description,Website,Funding_Source_who_is_paying_for_services,Record_Image,$review,Phone,Account_Name,Modified_Time,Funnel_Status,Sector,Relationship_to_the_person_you_are_enquiring_for,How_did_you_hear_about_us,Line_2,Mobile,Line_1,$orchestration,$in_merge,Which_service_are_you_interested_in,Locked__s,Tag,$approval_state,Owner__name,Owner__id,Owner__email,$approval__delegate,$approval__takeover,$approval__approve,$approval__reject,$approval__resubmit,Created_By__name,Created_By__id,Created_By__email,$review_process__approve,$review_process__reject,$review_process__resubmit,$layout_id__display_label,$layout_id__name,$layout_id__id,Modified_By__name,Modified_By__id,Modified_By__email,Parent_Company_1__name,Parent_Company_1__id
84257000002227280,juliana@ndiya.com.au,$,,Customer,outbound,2025-10-10T15:25:11+11:00,,,save,False,,False,True,2025-10-10T12:53:56+11:00,True,Unley Park,5061,Disability,SA,,,owner_recommendation_unavailable,,Active,False,B2B,"Assistance with daily life tasks in a group or shared living arrangement, Assistance with travel/transport arrangements, Daily Personal Activities, Group and Centre Based Activities, Household tasks, Participation in community/social and civic activities, Assistance in coordinating or managing life stages/transitions and supports, Development of daily living and life skills, Innovative Community Participation, Specialist Disability Accommodation, Support Coordination, Assistance to access and/or maintain employment and/or education",www.empowerability.com.au,NDIS,,,0433 999 699,Empowerability Support,2025-10-10T15:25:11+11:00,Prospect,NDIS,,,,,"370 Unley Road, Unley Park, SA 5061",False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227279,info@sprysupportservices.com.au,$,,Customer,Outbound,2025-10-10T15:28:34+11:00,,,save,False,,False,True,2025-10-10T12:53:56+11:00,True,Smithfield,5114,Disability,SA,,,owner_recommendation_unavailable,,Active,False,B2B,"Accommodation / Tenancy Assistance, Assistance with daily life tasks in a group or shared living arrangement, Assistance with travel/transport arrangements, Daily Personal Activities, Group and Centre Based Activities, High Intensity Daily Personal Activities, Household tasks, Participation in community/social and civic activities, Assistance in coordinating or managing life stages/transitions and supports, Behaviour Support, Community nursing care for high needs, Development of daily living and life skills, Early Intervention supports for early childhood, Innovative Community Participation, Therapeutic Supports, Specialist Disability Accommodation, Support Coordination",www.sprysupportservices.com.au,NDIS,,,08 8480 0777,Spry Support Services Pty Ltd,2025-10-10T15:28:34+11:00,Prospect,NDIS,,,,,28b Anderson Walk,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227278,admin@gaval.com.au,$,,,,,,"75a Commercial Road, Port Adelaide, SA 5015",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,"Accommodation / Tenancy Assistance, Assistance with daily life tasks in a group or shared living arrangement, Assistance with travel/transport arrangements, Daily Personal Activities, Group and Centre Based Activities, High Intensity Daily Personal Activities, Household tasks, Participation in community/social and civic activities, Assistance in coordinating or managing life stages/transitions and supports, Community nursing care for high needs, Development of daily living and life skills, Innovative Community Participation, Support Coordination",www.gaval.com.au,,,,08 8246 0521,Gaval Community Services Pty Ltd,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227277,enquiries@vitalinkaustralia.com.au,$,,,,,,"14 Pineridge Drive, Blakeview, SA 5114",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,"Assistance with daily life tasks in a group or shared living arrangement, Assistance with travel/transport arrangements, Daily Personal Activities, Group and Centre Based Activities, Household tasks, Participation in community/social and civic activities, Assistance in coordinating or managing life stages/transitions and supports, Development of daily living and life skills, Therapeutic Supports, Support Coordination",www.vitalinkaustralia.com.au,,,,0499 411 449,Vitalink Australia Pty Ltd,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227276,hello@empowrd.com.au,$,,,,,,"10 Washington Street, Port Lincoln, SA 5606",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,"Assistance in coordinating or managing life stages/transitions and supports, Plan Management, Support Coordination",www.empowrd.com.au,,,,08 8683 4401,Empowrd Pty Ltd,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227275,info@diverselearning.com.au,$,,,,,,"36 Arthur Road, Mount Compass, SA 5210",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,"Assistance with daily life tasks in a group or shared living arrangement, Group and Centre Based Activities, Participation in community/social and civic activities, Assistance in coordinating or managing life stages/transitions and supports, Behaviour Support, Development of daily living and life skills, Early Intervention supports for early childhood, Innovative Community Participation, Support Coordination, Assistance to access and/or maintain employment and/or education",www.diverselearning.com.au,,,,08 8102 4370,Diverse Learning Pty Ltd,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227274,sarika0303@yahoo.com.au,$,,,,,,"8a Trinity Way, Oakden, SA 5086",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,"Accommodation / Tenancy Assistance, Assistance with daily life tasks in a group or shared living arrangement, Assistance with travel/transport arrangements, Daily Personal Activities, Group and Centre Based Activities, High Intensity Daily Personal Activities, Household tasks, Participation in community/social and civic activities, Assistance in coordinating or managing life stages/transitions and supports, Community nursing care for high needs, Development of daily living and life skills, Exercise Physiology and Physical Wellbeing activities, Innovative Community Participation, Home modification design and construction, Specialist Disability Accommodation, Plan Management, Support Coordination",https://www.personalsupportaustralia.com.au/,,,,0433 017 768,Personal Support Australia Pty Ltd,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227273,admin@bettercaresupport.com.au,$,,,,,,"100 Philip Highway, Elizabeth South, SA 5112",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,"Assistance with daily life tasks in a group or shared living arrangement, Assistance with travel/transport arrangements, Daily Personal Activities, High Intensity Daily Personal Activities, Household tasks, Participation in community/social and civic activities, Assistance in coordinating or managing life stages/transitions and supports, Community nursing care for high needs, Development of daily living and life skills, Innovative Community Participation, Specialist Disability Accommodation, Support Coordination, Specialised Supported Employment",bettercaresupport.com.au,,,,08 8739 7100,Better Care Disability Support Services,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227272,tracy.elsworthy@holisticcaresa.com.au,$,,,,,,"Unit 6, 69 Fullarton Road, Kent Town, SA 5067",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,"Assistance with daily life tasks in a group or shared living arrangement, Assistance with travel/transport arrangements, Daily Personal Activities, Group and Centre Based Activities, High Intensity Daily Personal Activities, Participation in community/social and civic activities, Assistance in coordinating or managing life stages/transitions and supports, Community nursing care for high needs, Development of daily living and life skills, Therapeutic Supports, Specialist Disability Accommodation, Support Coordination",www.holisticcaresa.com.au,,,,08 7423 9600,Holistic Care Sa Pty Ltd,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227271,helena@mysa.com.au,$,,,,,,"26 Hindley Street, Adelaide, SA 5000",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,"Accommodation / Tenancy Assistance, Group and Centre Based Activities, Participation in community/social and civic activities, Assistance in coordinating or managing life stages/transitions and supports, Development of daily living and life skills, Innovative Community Participation, Therapeutic Supports, Support Coordination, Assistance to access and/or maintain employment and/or education",www.mysa.com.au,,,,08 8212 0085,Multicultural Youth South Australia Inco,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227270,omavuaye@gmail.com,$,,,,,,"36 Lysle Street, Brooklyn Park, SA 5032",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,Support Coordination,,,,,0474 100 754,Wellspring Place,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227269,admin@optcare.com.au,$,,,,,,"4 Francis Street, Bedford Park, SA 5042",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,"Assistance with daily life tasks in a group or shared living arrangement, Assistance with travel/transport arrangements, Daily Personal Activities, Group and Centre Based Activities, High Intensity Daily Personal Activities, Household tasks, Participation in community/social and civic activities, Assistance in coordinating or managing life stages/transitions and supports, Community nursing care for high needs, Development of daily living and life skills, Innovative Community Participation, Specialist Disability Accommodation, Support Coordination",www.optcare.com.au,,,,0426 818 813,Optcare,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227268,cyrus@planpilot.com.au,$,,,,,,"239 Magill Road, Maylands, SA 5069",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,"Assistance in coordinating or managing life stages/transitions and supports, Support Coordination",https://planpilot.com.au,,,,0401 118 685,Plan Pilot Pty Ltd,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227267,info@careandconnects.com.au,$,,,,,,"299 Churchill Road, Prospect, SA 5082",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,"Assistance with daily life tasks in a group or shared living arrangement, Assistance with travel/transport arrangements, Daily Personal Activities, Group and Centre Based Activities, High Intensity Daily Personal Activities, Household tasks, Participation in community/social and civic activities, Assistance in coordinating or managing life stages/transitions and supports, Community nursing care for high needs, Development of daily living and life skills, Innovative Community Participation, Specialist Disability Accommodation, Plan Management, Support Coordination",www.careandconnects.com.au,,,,0411 801 923,Care & Connects Pty Ltd,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227266,,$,,,,,,"68 North Terrace, Kent Town, SA 5067",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,"Assistance in coordinating or managing life stages/transitions and supports, Support Coordination",www.adelsupportcoservices.com.au,,,,,Adelaide Support Coordination Services P,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227265,office@mpot.com.au,$,,,,,,"26 Second Street, Nuriootpa, SA 5355",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,"Assistance in coordinating or managing life stages/transitions and supports, Exercise Physiology and Physical Wellbeing activities, Specialised Driving Training, Therapeutic Supports, Home modification design and construction, Support Coordination",www.mpot.com.au,,,,1300 368 141,Mpot Pty Ltd,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227264,seanlappin@connectedself.com.au,$,,,,,,"345 Carrington Street, Adelaide, SA 5000",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,"Assistance in coordinating or managing life stages/transitions and supports, Early Intervention supports for early childhood, Innovative Community Participation, Therapeutic Supports, Support Coordination, Assistance to access and/or maintain employment and/or education",www.connectedself.com.au,,,,08 8232 2438,Connected Self Pty Ltd,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227263,paul@communicationextra.com.au,$,,,,,,"261 Main South Road, Morphett Vale, SA 5162",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,"Interpreting and translation, Assistance in coordinating or managing life stages/transitions and supports, Support Coordination",www.communicationextra.com.au,,,,0475 434 517,Communication Extra,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227262,info@mychoiceandnetwork.com.au,$,,,,,,"416 Churchill Road, Kilburn, SA 5084",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,"Assistance with daily life tasks in a group or shared living arrangement, Assistance with travel/transport arrangements, Daily Personal Activities, Group and Centre Based Activities, High Intensity Daily Personal Activities, Household tasks, Participation in community/social and civic activities, Assistance in coordinating or managing life stages/transitions and supports, Development of daily living and life skills, Innovative Community Participation, Therapeutic Supports, Support Coordination",www.mychoiceandnetwork.com.au,,,,0431 568 088,My Choice And Network,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227261,info@communityassist.com.au,$,,,,,,"136 The Parade, Norwood, SA 5067",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,"Assistance in coordinating or managing life stages/transitions and supports, Behaviour Support, Exercise Physiology and Physical Wellbeing activities, Therapeutic Supports, Support Coordination",www.communityassist.com.au,,,,1300 500 834,Community Assist,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227260,admin@nganana.org.au,$,,,,,,"87 St Vincent Street, Port Adelaide, SA 5015",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,"Accommodation / Tenancy Assistance, Assistance with daily life tasks in a group or shared living arrangement, Assistance with travel/transport arrangements, Daily Personal Activities, Group and Centre Based Activities, High Intensity Daily Personal Activities, Household tasks, Participation in community/social and civic activities, Assistance in coordinating or managing life stages/transitions and supports, Community nursing care for high needs, Development of daily living and life skills, Innovative Community Participation, Therapeutic Supports, Plan Management, Support Coordination, Assistance to access and/or maintain employment and/or education",www.nganana.org.au,,,,08 7078 4567,Nganana Incorporated,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227259,info@2binclusive.com.au,$,,,,,,"2a Humphries Terrace, Kilkenny, SA 5009",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,"Accommodation / Tenancy Assistance, Assistance in coordinating or managing life stages/transitions and supports, Behaviour Support, Early Intervention supports for early childhood, Therapeutic Supports, Support Coordination",www.2binclusive.com.au,,,,0402 550 071,2b Inclusive Pty Ltd,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227258,hello@careassure.com.au,$,,,,,,"393 North East Road, Hillcrest, SA 5086",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,"Accommodation / Tenancy Assistance, Assistance Animals, Assistance with daily life tasks in a group or shared living arrangement, Assistance with travel/transport arrangements, Daily Personal Activities, Group and Centre Based Activities, Household tasks, Participation in community/social and civic activities, Assistive products for household tasks, Assistance products for personal care and safety, Assistance in coordinating or managing life stages/transitions and supports, Community nursing care for high needs, Development of daily living and life skills, Innovative Community Participation, Plan Management, Support Coordination",www.careassure.com.au,,,,08 7071 9276,Care Assure,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227257,rachel@wirura.gmail.com.au,$,,,,,,"56 Margaret Terrace, Rosewater, SA 5013",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,"Accommodation / Tenancy Assistance, Assistance with daily life tasks in a group or shared living arrangement, Assistance with travel/transport arrangements, Daily Personal Activities, Group and Centre Based Activities, Household tasks, Participation in community/social and civic activities, Assistance in coordinating or managing life stages/transitions and supports, Development of daily living and life skills, Innovative Community Participation, Support Coordination",,,,,0402 019 766,Wirura Nyinatjaku Pty Ltd,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227256,mandy.hodshon3@gmail.com,$,,,,,,"9 Mckay Street, Dover Gardens, SA 5048",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,"Assistance with daily life tasks in a group or shared living arrangement, Assistance with travel/transport arrangements, Daily Personal Activities, Group and Centre Based Activities, Household tasks, Participation in community/social and civic activities, Assistance in coordinating or managing life stages/transitions and supports, Community nursing care for high needs, Development of daily living and life skills, Early Intervention supports for early childhood, Exercise Physiology and Physical Wellbeing activities, Innovative Community Participation, Therapeutic Supports, Support Coordination, Assistance to access and/or maintain employment and/or education, Specialised Supported Employment",,,,,0424 433 745,Ejs Together,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227255,steven.newchurch@bookyana.com.au,$,,,,,,"7 Ninth Street, Bowden, SA 5007",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,"Assistance with daily life tasks in a group or shared living arrangement, Assistance with travel/transport arrangements, Daily Personal Activities, Household tasks, Participation in community/social and civic activities, Assistance in coordinating or managing life stages/transitions and supports, Behaviour Support, Development of daily living and life skills, Early Intervention supports for early childhood, Innovative Community Participation, Therapeutic Supports, Specialist Disability Accommodation, Support Coordination, Assistance to access and/or maintain employment and/or education",www.bookyana.com.au,,,,0447 300 636,Bookyana Cultural & Community Services P,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227254,info@icanjumppuddles.com.au,$,,,,,,"262 Marion Road, Netley, SA 5037",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,"Group and Centre Based Activities, Participation in community/social and civic activities, Assistive equipment for recreation, Assistive products for household tasks, Assistance products for personal care and safety, Communication and information equipment, Personal Mobility Equipment, Assistance in coordinating or managing life stages/transitions and supports, Behaviour Support, Development of daily living and life skills, Early Intervention supports for early childhood, Exercise Physiology and Physical Wellbeing activities, Innovative Community Participation, Therapeutic Supports, Support Coordination, Assistance to access and/or maintain employment and/or education",www.icanjumppuddles.com.au,,,,08 7085 3999,I Can Jump Puddles,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227253,info@sametrocare.com.au,$,,,,,,"Unit 3, 1568 Main North Road, Salisbury South, SA 5106",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,"Assistance with daily life tasks in a group or shared living arrangement, Assistance with travel/transport arrangements, Daily Personal Activities, High Intensity Daily Personal Activities, Household tasks, Participation in community/social and civic activities, Assistance in coordinating or managing life stages/transitions and supports, Development of daily living and life skills, Specialist Disability Accommodation, Support Coordination",https://www.sametrocare.com.au/,,,,08 7480 1810,Sa Metro Care,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227252,info@leadcss.com.au,$,,,,,,"24 Central Boulevard, Munno Para West, SA 5115",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,"Assistance with daily life tasks in a group or shared living arrangement, Assistance with travel/transport arrangements, Daily Personal Activities, Household tasks, Participation in community/social and civic activities, Assistance in coordinating or managing life stages/transitions and supports, Development of daily living and life skills, Innovative Community Participation, Support Coordination",www.leadcss.com.au,,,,0401 021 235,Lead Community Support Services Pty Ltd,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227251,dhsdisabilityservices@sa.gov.au,$,,,,,,"115 North Terrace, Adelaide, SA 5000",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,"Accommodation / Tenancy Assistance, Assistance with daily life tasks in a group or shared living arrangement, Assistance with travel/transport arrangements, Daily Personal Activities, Group and Centre Based Activities, High Intensity Daily Personal Activities, Household tasks, Participation in community/social and civic activities, Assistive equipment for recreation, Assistive products for household tasks, Assistance products for personal care and safety, Communication and information equipment, Hearing Equipment, Personal Mobility Equipment, Vision Equipment, Assistance in coordinating or managing life stages/transitions and supports, Behaviour Support, Community nursing care for high needs, Development of daily living and life skills, Innovative Community Participation, Therapeutic Supports, Support Coordination, Assistance to access and/or maintain employment and/or education, Specialised Supported Employment",,,,,1800 952 962,Disability Services,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
84257000002227250,a542315456@gmail.com,$,,,,,,"25 Justine Street, Flagstaff Hill, SA 5159",save,False,,False,True,2025-10-10T12:53:56+11:00,True,,,,,,,owner_recommendation_unavailable,,,False,,"Assistance with daily life tasks in a group or shared living arrangement, Assistance with travel/transport arrangements, Daily Personal Activities, Group and Centre Based Activities, Household tasks, Participation in community/social and civic activities, Assistance in coordinating or managing life stages/transitions and supports, Behaviour Support, Development of daily living and life skills, Innovative Community Participation, Therapeutic Supports, Support Coordination",,,,,0406 116 266,Enhanced Wellbeing Pty Ltd,2025-10-10T12:53:56+11:00,,,,,,,,False,False,,False,[],approved,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,False,False,Boris Garcia,84257000002132044,boris@popuphealth.com.au,False,False,False,Standard,Standard,84257000000000627,Boris Garcia,84257000002132044,boris@popuphealth.com.au,,
